datetime,abs_datetime,t_ms,vP0,vP1,vP2,vF,rssi
2026-03-28 02:33:31.349,2026-03-28 02:33:30.735,0,0.0000,0.0000,0.0000,0.0000,-34
2026-03-28 02:33:31.953,2026-03-28 02:33:30.735,0,0.0000,0.0000,0.0000,0.0000,-34
2026-03-28 02:33:32.509,2026-03-28 02:33:30.735,0,0.0000,0.0000,0.0000,0.0000,-35
2026-03-28 02:33:33.067,2026-03-28 02:33:30.735,0,0.0000,0.0000,0.0000,0.0000,-34
2026-03-28 02:33:33.668,2026-03-28 02:33:30.735,0,0.0000,0.0000,0.0000,0.0000,-36
2026-03-28 02:33:34.189,2026-03-28 02:33:30.735,0,0.0000,0.0000,0.0000,0.0000,-33
2026-03-28 02:33:34.792,2026-03-28 02:33:30.735,0,0.0000,0.0000,0.0000,0.0000,-35
2026-03-28 02:33:35.448,2026-03-28 02:33:30.735,0,0.0000,0.0000,0.0000,0.0000,-35
2026-03-28 02:33:35.891,2026-03-28 02:33:30.735,0,0.0000,0.0000,0.0000,0.0000,-34
2026-03-28 02:33:36.511,2026-03-28 02:33:30.735,0,0.0000,0.0000,0.0000,0.0000,-33
2026-03-28 02:33:37.062,2026-03-28 02:33:30.735,0,0.0000,0.0000,0.0000,0.0000,-31
2026-03-28 02:33:37.618,2026-03-28 02:33:30.735,0,0.0000,0.0000,0.0000,0.0000,-32
2026-03-28 02:33:38.175,2026-03-28 02:33:30.735,0,0.0000,0.0000,0.0000,0.0000,-34
2026-03-28 02:33:38.788,2026-03-28 02:33:30.735,0,0.0000,0.0000,0.0000,0.0000,-34
2026-03-28 02:33:39.302,2026-03-28 02:33:30.735,0,0.0000,0.0000,0.0000,0.0000,-33
2026-03-28 02:33:39.905,2026-03-28 02:33:30.735,0,0.0000,0.0000,0.0000,0.0000,-34
2026-03-28 02:33:40.444,2026-03-28 02:33:30.735,0,0.0000,0.0000,0.0000,0.0000,-31
2026-03-28 02:33:41.045,2026-03-28 02:33:30.735,0,0.0000,0.0000,0.0000,0.0000,-32
2026-03-28 02:33:41.605,2026-03-28 02:33:30.735,0,0.0000,0.0000,0.0000,0.0000,-31
2026-03-28 02:33:42.154,2026-03-28 02:33:30.735,0,0.0000,0.0000,0.0000,0.0000,-33
2026-03-28 02:33:42.724,2026-03-28 02:33:30.735,0,0.0000,0.0000,0.0000,0.0000,-31
2026-03-28 02:33:43.290,2026-03-28 02:33:30.735,0,0.0000,0.0000,0.0000,0.0000,-31
2026-03-28 02:33:43.847,2026-03-28 02:33:30.735,0,0.0000,0.0000,0.0000,0.0000,-31
2026-03-28 02:33:44.464,2026-03-28 02:33:30.735,0,0.0000,0.0000,0.0000,0.0000,-31
2026-03-28 02:33:45.022,2026-03-28 02:33:30.735,0,0.0000,0.0000,0.0000,0.0000,-33
2026-03-28 02:33:45.580,2026-03-28 02:33:30.735,0,0.0000,0.0000,0.0000,0.0000,-32
2026-03-28 02:33:46.136,2026-03-28 02:33:30.735,0,0.0000,0.0000,0.0000,0.0000,-29
2026-03-28 02:33:46.695,2026-03-28 02:33:30.735,0,0.0000,0.0000,0.0000,0.0000,-29
